link_idx,time,Train ID
288,680880.0,0
294,681135.6383675504,0
291,681139.0778192766,0
290,681295.8630065464,0
285,681323.8891941778,0
284,681340.0260800648,0
287,681344.7719839728,0
286,681346.1473088531,0
310,681373.9948966906,0
305,681425.1839921657,0
304,681452.8377939636,0
256,682182.8972395372,0
255,682184.6955956937,0
259,682344.9315770142,0
254,682346.319577863,0
257,682716.1938811237,0
258,682722.2427387022,0
253,683199.4713606808,0
252,683315.6475395337,0
261,683505.311430441,0
263,683508.8483970988,0
260,683735.0343574294,0
262,683736.2026104743,0
270,683913.486176364,0
265,683914.5076038532,0
264,684235.409809176,0
267,684350.6365736747,0
271,685029.4828062138,0
268,685037.2531697634,0
497,685046.1836521742,0
218,685135.737657053,0
883,685136.2436459617,0
888,685149.9997551172,0
897,685190.1547654241,0
1040,685191.2217579365,0
349,685296.8255045693,0
353,685329.1901502672,0
352,685674.4462517772,0
355,685797.1814638134,0
895,686135.3999733329,0
894,686210.2921280209,0
1073,686211.0029682799,0
534,686331.1902791448,0
529,686440.5514625558,0
528,686497.8610111001,0
531,686862.3128993873,0
198,686871.0843337656,0
246,686875.2116183623,0
399,686913.1720998363,0
398,686913.9643242721,0
241,687024.3611317127,0
389,687315.9725606834,0
391,687327.19092496,0
388,687460.967325662,0
6,687462.4007969187,0
7,687571.8200540406,0
14,687618.4060883729,0
9,687638.6019557208,0
8,687648.8238317786,0
146,687707.9328498748,0
147,687709.5509082914,0
154,687750.7408666704,0
149,687751.5033557535,0
24,688146.5799902991,0
561,688345.0667268804,0
558,688362.5162496815,0
673,688402.6891328878,0
670,688404.8516715175,0
671,688529.2853383718,0
676,688532.4887420429,0
677,688576.254170088,0
674,688578.9725680923,0
190,688579.5167772995,0
131,688580.8771238072,0
130,688581.2841729453,0
124,688581.5204419345,0
125,688623.3245533871,0
127,688648.4826370726,0
103,688674.6340852986,0
102,688685.0536598638,0
90,688687.4503924724,0
99,688716.8697675113,0
98,688717.8669006947,0
92,688719.0629174733,0
96,688778.3260311622,0
288,777600.0,1
294,777769.9027310214,1
291,777773.3421827474,1
290,777930.1273700172,1
285,777958.1535576488,1
284,777974.2904435358,1
287,777979.0363474436,1
286,777980.4116723241,1
310,778008.2592601614,1
305,778059.4483556367,1
304,778087.1021574346,1
256,778817.1616030082,1
255,778818.9599591645,1
259,778979.1959404851,1
