Project,Scenario,Dollar_year,Weather_year,Start_day,country
Cambium_2022,MidCase,2021$,2012,Sunday,usa
Metric definitions and scenario descriptions: 2022 Cambium Documentation (https://www.nrel.gov/docs/fy23osti/84916.pdf)
Geography,Time,Time,Time,Load,Load,Transmission,Transmission,Operational,Operational,Clean Energy Fraction,Clean Energy Fraction,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Generation
SPSOc,CT,2050,22,6442356.7,5671495.0,7737625.5,14491875.0,0.0339,0.0485,0.97,0.96,18.0,1.1,0.15,1.5,71.0,0.01,18.1,3.6,21.7,25.0,1.7,0.24,1.8,91.2,0.01,25.1,4.5,29.7,179.9,9.1,1.22,17.0,761.7,0.1,180.5,39.7,220.2,267.6,14.7,2.0,23.2,1091.2,0.13,268.6,55.8,324.3,10.84,1.2,0.0,12.04,11.95,1.36,0.0,13.31,13221170.0
SPSOc,CT,2050,23,5901173.5,5271689.3,7518926.5,14261819.0,0.0329,0.045,0.97,0.96,17.3,1.0,0.14,1.4,68.3,0.01,17.3,3.5,20.8,23.9,1.6,0.23,1.8,87.9,0.01,24.0,4.4,28.4,178.3,8.9,1.19,17.0,757.7,0.1,178.8,39.6,218.4,256.7,15.6,2.15,21.1,997.4,0.13,257.7,50.8,308.6,10.16,0.0,0.0,10.16,10.99,0.0,0.0,10.99,12669329.0
SRMVc,CT,2024,0,6962557.2,6658954.3,3602287.2,3080033.8,0.0331,0.0453,0.3,0.36,344.9,14.9,2.06,37.2,1443.8,0.28,345.9,80.3,426.2,345.2,17.6,2.46,34.2,1372.8,0.27,346.4,75.2,421.6,567.2,32.7,4.64,49.0,2114.8,0.37,569.4,112.2,681.6,771.4,69.8,10.0,41.3,2268.9,0.38,776.2,109.0,885.2,25.77,0.0,0.0,25.77,27.01,0.0,0.0,27.01,6436369.0
SRMVc,CT,2024,1,6772897.3,6474400.1,3697185.5,3311557.0,0.0327,0.044,0.31,0.37,343.3,14.7,2.04,37.1,1438.5,0.28,344.3,80.1,424.4,342.3,17.3,2.42,34.1,1364.7,0.27,343.5,74.8,418.3,565.1,32.2,4.57,49.4,2112.5,0.37,567.3,112.4,679.7,731.6,62.8,8.97,42.2,2256.6,0.36,735.9,109.5,845.4,25.47,0.0,0.0,25.47,26.66,0.0,0.0,26.66,6383456.0
SRMVc,CT,2024,2,6664671.2,6367992.0,3788566.5,3508457.5,0.0325,0.0432,0.31,0.37,343.1,14.7,2.03,37.1,1438.1,0.28,344.1,80.1,424.1,342.4,17.3,2.42,34.1,1365.2,0.26,343.6,74.8,418.4,563.1,31.8,4.51,49.5,2110.9,0.37,565.2,112.5,677.7,721.1,61.6,8.77,41.8,2243.3,0.35,725.4,108.8,834.1,25.43,0.0,0.0,25.43,26.59,0.0,0.0,26.59,6380385.5
SRMVc,CT,2024,3,6653331.9,6355891.9,3848296.5,3649063.2,0.0325,0.0431,0.3,0.36,344.5,14.8,2.04,37.2,1444.9,0.28,345.5,80.3,425.8,345.5,17.5,2.45,34.2,1376.6,0.27,346.7,75.3,422.0,565.9,32.2,4.58,49.5,2111.4,0.38,568.1,112.6,680.6,751.6,66.1,9.44,41.8,2279.7,0.37,756.2,109.9,866.0,25.73,0.0,0.0,25.73,26.9,0.0,0.0,26.9,6449794.0
SRMVc,CT,2024,4,6803883.7,6500632.6,3834844.5,3684862.5,0.0327,0.0441,0.29,0.35,349.9,15.3,2.11,37.4,1463.7,0.28,351.0,81.1,432.0,352.6,18.0,2.52,34.7,1403.0,0.27,353.8,76.6,430.4,560.9,32.1,4.58,48.9,2082.3,0.38,563.1,111.0,674.1,748.3,63.8,9.14,43.9,2296.0,0.39,752.7,112.4,865.1,26.52,0.0,0.0,26.52,27.75,0.0,0.0,27.75,6650073.5
SRMVc,CT,2024,5,7148637.9,6839670.2,3399428.8,3112253.0,0.0333,0.0464,0.29,0.34,354.9,16.0,2.21,37.3,1473.0,0.28,356.0,81.3,437.2,358.0,18.4,2.57,35.1,1422.5,0.27,359.2,77.5,436.8,478.1,25.7,3.66,43.5,1809.3,0.33,479.9,97.5,577.4,725.1,60.1,8.58,44.2,2284.3,0.38,729.2,112.4,841.6,27.54,0.0,0.0,27.54,28.89,0.0,0.0,28.89,6857446.5
SRMVc,CT,2024,6,7473286.0,7157525.9,2984100.0,2574648.5,0.034,0.0486,0.31,0.35,346.1,15.7,2.17,36.3,1433.5,0.27,347.2,79.1,426.3,349.0,17.5,2.43,34.6,1401.8,0.26,350.1,76.5,426.6,355.2,17.1,2.44,34.3,1386.8,0.26,356.4,75.7,432.1,714.0,57.5,8.21,45.4,2278.4,0.38,718.0,113.4,831.3,27.95,0.0,0.0,27.95,29.41,0.0,0.0,29.41,7059039.0
SRMVc,CT,2024,7,7720375.4,7394712.2,2939747.8,2426455.5,0.0345,0.0502,0.33,0.37,336.0,15.0,2.07,35.4,1397.0,0.27,337.0,77.1,414.1,335.7,16.3,2.26,33.9,1363.5,0.26,336.8,74.6,411.4,253.9,10.9,1.56,26.1,1011.6,0.2,254.7,56.3,311.0,732.2,60.1,8.59,45.3,2305.8,0.39,736.4,114.1,850.5,27.17,0.0,0.0,27.17,28.62,0.0,0.0,28.62,7200169.5
SRMVc,CT,2024,8,7979869.2,7642981.7,2920115.2,2260795.8,0.0351,0.052,0.33,0.38,333.4,14.9,2.06,35.2,1384.8,0.27,334.4,76.5,410.9,330.5,16.0,2.22,33.4,1341.1,0.25,331.5,73.4,405.0,214.4,8.3,1.2,23.0,870.2,0.18,215.0,49.0,264.0,730.4,59.2,8.46,45.9,2317.1,0.39,734.4,115.1,849.5,27.41,0.0,0.0,27.41,28.92,0.0,0.0,28.92,7314165.0
SRMVc,CT,2024,9,8248557.3,7897984.2,2896801.0,2167142.2,0.0358,0.054,0.33,0.37,339.9,15.5,2.16,35.4,1397.8,0.27,340.9,77.2,418.1,336.9,16.6,2.31,33.8,1356.1,0.26,338.0,74.2,412.2,199.7,7.3,1.03,21.6,837.3,0.16,200.2,46.6,246.7,740.8,60.3,8.62,46.3,2342.5,0.4,745.0,116.3,861.2,28.19,0.0,0.0,28.19,29.81,0.0,0.0,29.81,7512793.0
SRMVc,CT,2024,10,8484582.8,8120216.3,2896216.8,2132218.0,0.0365,0.0559,0.32,0.37,348.8,16.4,2.29,35.9,1416.8,0.28,349.9,78.2,428.1,346.3,17.4,2.43,34.3,1378.2,0.27,347.5,75.5,423.0,188.4,6.8,0.95,20.4,802.7,0.14,188.9,44.3,233.2,768.5,62.2,8.95,49.0,2391.2,0.45,772.8,120.4,893.2,29.17,0.0,0.0,29.17,30.92,0.0,0.0,30.92,7714917.5
SRMVc,CT,2024,11,8685667.5,8308202.4,2942105.2,2117501.8,0.0371,0.0576,0.32,0.36,354.2,16.8,2.36,36.3,1429.5,0.28,355.4,78.9,434.3,353.4,18.1,2.54,34.7,1392.9,0.27,354.7,76.3,430.9,190.9,7.0,0.98,20.6,805.0,0.15,191.3,44.7,236.0,782.9,61.6,8.9,52.2,2438.1,0.49,787.2,125.0,912.2,30.01,0.0,0.0,30.01,31.88,0.0,0.0,31.88,7855598.5
SRMVc,CT,2024,12,8872202.4,8481465.3,3044828.8,2124165.0,0.0378,0.0592,0.31,0.36,358.8,17.2,2.42,36.6,1437.0,0.29,360.0,79.5,439.5,359.8,18.8,2.64,35.0,1403.0,0.28,361.1,76.9,438.0,191.7,7.1,1.0,20.7,801.6,0.15,192.1,44.6,236.7,775.4,58.5,8.49,54.7,2441.2,0.52,779.4,127.6,907.0,30.65,0.22,0.0,30.86,32.63,0.23,0.0,32.86,7946609.5
SRMVc,CT,2024,13,8992632.6,8591563.3,3154782.8,2217014.5,0.0382,0.0603,0.31,0.36,360.7,17.4,2.46,36.7,1436.1,0.29,361.9,79.5,441.4,362.8,19.2,2.71,35.1,1403.0,0.28,364.1,76.9,441.0,197.5,7.5,1.07,21.1,817.0,0.16,198.0,45.5,243.5,825.5,65.4,9.52,55.4,2500.4,0.56,830.1,130.1,960.2,31.18,1.2,0.0,32.37,33.23,1.3,0.0,34.53,8051136.0
SRMVc,CT,2024,14,9062747.7,8654426.8,3250797.0,2338181.5,0.0384,0.0609,0.31,0.35,366.4,17.8,2.52,37.1,1450.6,0.3,367.6,80.4,448.1,368.7,19.6,2.78,35.5,1415.7,0.29,370.0,77.7,447.7,213.6,8.4,1.19,22.6,879.4,0.17,214.1,48.8,263.0,806.9,60.1,8.82,58.8,2474.0,0.61,811.1,132.7,943.8,31.71,2.6,0.0,34.31,33.83,2.83,0.0,36.65,8147317.0
SRMVc,CT,2024,15,9131765.9,8714921.7,3399876.5,2647707.0,0.0386,0.0613,0.29,0.33,380.8,18.9,2.68,38.1,1492.2,0.31,382.1,82.7,464.8,383.5,20.7,2.95,36.6,1458.5,0.3,384.9,80.1,465.1,303.9,13.8,1.97,30.3,1198.4,0.23,304.8,66.1,370.9,785.3,52.6,7.71,62.9,2565.4,0.61,788.9,139.6,928.5,32.92,4.14,0.0,37.06,35.14,4.49,0.0,39.63,8378654.5
SRMVc,CT,2024,16,9163616.5,8746353.1,3290319.8,2739467.8,0.0385,0.0613,0.26,0.3,399.8,20.3,2.88,39.6,1549.6,0.33,401.1,85.9,487.0,406.0,22.2,3.16,38.4,1529.1,0.32,407.5,84.1,491.6,442.4,21.8,3.2,43.4,1635.0,0.38,443.9,92.2,536.1,769.0,46.6,6.8,66.3,2652.3,0.6,772.2,145.6,917.8,37.27,4.62,0.0,41.89,39.77,5.01,0.0,44.79,8611776.0
SRMVc,CT,2024,17,9177195.9,8768065.5,2981457.5,2451632.2,0.0383,0.0609,0.25,0.28,410.9,20.9,2.98,40.7,1582.2,0.34,412.4,88.0,500.3,421.2,22.9,3.28,40.0,1581.3,0.34,422.7,87.2,510.0,571.8,26.7,4.07,59.4,2007.4,0.6,573.7,119.4,693.0,785.6,33.8,5.14,84.2,2857.6,0.81,788.0,169.6,957.5,50.55,4.28,0.0,54.82,53.92,4.63,0.0,58.55,8643795.0
SRMVc,CT,2024,18,9124726.2,8730612.0,2618265.8,2114114.8,0.038,0.0601,0.24,0.27,416.0,21.2,3.03,41.1,1595.8,0.35,417.5,88.8,506.3,427.2,23.2,3.32,40.7,1604.2,0.35,428.8,88.6,517.4,603.3,27.8,4.27,63.2,2112.1,0.64,605.3,126.3,731.6,780.1,41.3,6.11,74.3,2761.9,0.69,783.0,156.8,939.8,40.92,2.28,0.0,43.2,43.55,2.46,0.0,46.02,8617151.0
SRMVc,CT,2024,19,9021247.4,8629731.8,2833691.8,2238002.2,0.0376,0.0592,0.24,0.28,409.1,20.9,2.96,40.3,1587.8,0.33,410.5,87.7,498.2,418.4,23.0,3.27,39.4,1581.5,0.33,420.0,86.7,506.6,598.5,28.5,4.33,61.3,2105.3,0.61,600.5,124.2,724.8,771.9,44.9,6.68,69.8,2602.2,0.69,775.1,147.6,922.7,34.54,0.59,0.0,35.13,36.73,0.64,0.0,37.38,8421784.0
SRMVc,CT,2024,20,8775752.1,8394539.0,3082066.2,2343553.5,0.037,0.0575,0.25,0.29,397.0,20.0,2.8,39.3,1570.1,0.31,398.3,86.2,484.5,404.2,22.3,3.16,37.8,1544.5,0.3,405.7,83.9,489.6,574.1,29.5,4.33,55.2,2083.5,0.49,576.1,117.4,693.6,842.0,63.8,9.39,60.7,2526.7,0.65,846.5,136.2,982.7,31.97,0.03,0.0,32.0,33.94,0.03,0.0,33.97,8032772.0
SRMVc,CT,2024,21,8313441.2,7956666.0,3234452.8,2320786.5,0.0359,0.0544,0.27,0.32,376.3,17.9,2.49,38.4,1529.2,0.29,377.6,84.1,461.6,383.1,20.7,2.92,36.3,1486.6,0.28,384.5,80.7,465.2,570.1,31.6,4.54,51.3,2104.1,0.41,572.3,114.1,686.4,829.9,72.9,10.55,47.8,2400.8,0.49,834.9,119.4,954.4,29.61,0.0,0.0,29.61,31.33,0.0,0.0,31.33,7396065.5
SRMVc,CT,2024,22,7758889.2,7429351.1,3314236.0,2416915.2,0.0347,0.0507,0.29,0.34,356.9,15.9,2.2,37.7,1483.5,0.28,358.0,82.0,440.0,362.6,19.0,2.65,35.2,1429.9,0.27,363.9,77.9,441.8,571.9,33.2,4.73,49.5,2111.7,0.38,574.2,112.5,686.7,779.2,67.5,9.68,45.0,2343.1,0.42,783.9,114.9,898.8,27.73,0.0,0.0,27.73,29.22,0.0,0.0,29.22,6857567.0
SRMVc,CT,2024,23,7290342.1,6978016.2,3447718.5,2745210.0,0.0337,0.0475,0.3,0.35,348.6,15.2,2.09,37.3,1458.0,0.28,349.6,80.9,430.5,351.4,18.1,2.53,34.5,1394.0,0.27,352.7,76.2,428.8,567.2,32.7,4.64,49.1,2113.2,0.37,569.4,112.2,681.6,739.0,62.7,8.94,43.2,2306.8,0.36,743.3,112.1,855.4,26.42,0.0,0.0,26.42,27.75,0.0,0.0,27.75,6583195.0
SRMVc,CT,2026,0,7109304.6,6774521.8,4619507.5,3742842.5,0.033,0.0452,0.31,0.42,325.7,13.4,1.81,35.5,1414.9,0.25,326.6,77.8,404.3,301.6,14.5,1.99,30.5,1249.7,0.22,302.6,67.8,370.4,473.9,19.8,2.69,47.7,2025.8,0.29,475.2,108.1,583.3,707.2,58.9,8.36,42.3,2256.7,0.34,711.3,109.6,820.9,24.88,0.0,0.0,24.88,26.07,0.0,0.0,26.07,6226353.0
SRMVc,CT,2026,1,6919930.5,6582124.2,4690445.5,3957302.8,0.0327,0.0438,0.32,0.42,324.4,13.3,1.8,35.5,1410.2,0.25,325.3,77.6,402.9,299.5,14.3,1.97,30.4,1243.3,0.22,300.4,67.5,367.9,472.8,19.5,2.65,47.8,2024.7,0.29,474.1,108.2,582.3,680.7,54.6,7.73,42.7,2229.6,0.33,684.4,109.2,793.6,24.61,0.0,0.0,24.61,25.75,0.0,0.0,25.75,6180966.5
SRMVc,CT,2026,2,6809282.5,6472015.8,4739414.0,4113042.0,0.0325,0.043,0.32,0.42,324.4,13.3,1.8,35.5,1409.6,0.25,325.3,77.5,402.8,299.0,14.3,1.96,30.4,1242.9,0.22,300.0,67.5,367.5,472.4,19.5,2.65,47.8,2022.4,0.29,473.7,108.1,581.8,703.2,59.1,8.39,41.5,2227.3,0.33,707.2,108.0,815.2,24.58,0.0,0.0,24.58,25.7,0.0,0.0,25.7,6176774.0
SRMVc,CT,2026,3,6792664.9,6459916.2,4877192.5,4347400.0,0.0324,0.0429,0.31,0.41,326.0,13.4,1.81,35.6,1417.2,0.25,326.9,77.9,404.7,301.8,14.4,1.98,30.6,1254.2,0.22,302.7,68.0,370.8,474.4,19.7,2.69,47.8,2021.5,0.3,475.7,108.2,583.8,731.8,62.6,8.93,42.5,2265.2,0.36,736.1,110.1,846.2,24.88,0.0,0.0,24.88,26.01,0.0,0.0,26.01,6256405.5
SRMVc,CT,2026,4,6934198.4,6604990.9,4889093.0,4403302.5,0.0327,0.0439,0.3,0.4,331.1,13.8,1.87,35.7,1434.8,0.25,332.0,78.6,410.6,308.3,14.9,2.04,31.0,1279.1,0.22,309.3,69.2,378.5,472.2,20.1,2.75,47.3,1996.7,0.3,473.5,106.9,580.4,746.5,65.0,9.29,42.2,2274.2,0.37,751.0,110.1,861.0,25.69,0.0,0.0,25.69,26.88,0.0,0.0,26.88,6442464.0
SRMVc,CT,2026,5,7290627.2,6953556.8,4129455.5,3448764.5,0.0333,0.0462,0.3,0.4,335.0,14.5,1.96,35.6,1438.6,0.25,336.0,78.5,414.5,311.3,14.9,2.03,31.4,1295.4,0.22,312.3,70.1,382.4,422.3,17.0,2.32,43.3,1807.1,0.27,423.4,97.2,520.6,674.8,53.9,7.63,42.8,2220.6,0.33,678.5,109.0,787.5,26.19,0.0,0.0,26.19,27.48,0.0,0.0,27.48,6604619.5
SRMVc,CT,2026,6,7630165.3,7284545.4,3484183.5,2611055.8,0.0339,0.0484,0.34,0.42,319.1,13.9,1.89,33.8,1363.8,0.24,320.0,74.5,394.5,297.4,13.8,1.88,30.5,1250.2,0.22,298.3,67.8,366.1,331.9,12.0,1.62,35.3,1456.5,0.22,332.7,78.8,411.5,652.8,51.6,7.33,42.4,2142.8,0.34,656.3,106.3,762.6,24.93,0.0,0.0,24.93,26.23,0.0,0.0,26.23,6749785.0
SRMVc,CT,2026,7,7895351.8,7536168.1,3519856.5,2428957.8,0.0345,0.0501,0.38,0.45,300.0,12.8,1.74,32.2,1288.2,0.23,300.9,70.7,371.6,277.2,12.3,1.67,29.1,1181.2,0.2,278.1,64.4,342.5,255.6,8.2,1.09,28.2,1146.7,0.17,256.1,62.5,318.6,643.9,51.1,7.25,41.4,2117.1,0.33,647.4,104.6,752.0,23.93,0.0,0.0,23.93,25.22,0.0,0.0,25.22,6794529.0
SRMVc,CT,2026,8,8159887.6,7792609.0,3575180.8,2289082.0,0.035,0.0519,0.39,0.47,290.7,12.2,1.65,31.5,1254.3,0.23,291.5,69.0,360.5,264.5,11.4,1.55,28.1,1134.2,0.2,265.3,62.0,327.2,231.4,6.8,0.9,26.1,1057.1,0.16,231.8,57.7,289.5,660.9,52.7,7.45,41.9,2184.2,0.32,664.5,107.1,771.6,24.11,0.0,0.0,24.11,25.45,0.0,0.0,25.45,6863449.5
SRMVc,CT,2026,9,8428366.1,8053484.0,3546456.8,2129769.5,0.0357,0.0539,0.39,0.47,292.3,12.4,1.68,31.6,1258.1,0.23,293.1,69.1,362.2,266.8,11.6,1.57,28.3,1143.2,0.2,267.6,62.4,330.0,225.2,6.3,0.82,25.6,1045.1,0.15,225.6,56.8,282.4,674.6,53.0,7.53,43.7,2221.4,0.34,678.3,110.0,788.3,24.79,0.0,0.0,24.79,26.23,0.0,0.0,26.23,7001985.5
SRMVc,CT,2026,10,8668925.7,8284717.1,3479831.2,1985133.8,0.0364,0.0558,0.38,0.46,298.0,12.9,1.75,31.9,1275.4,0.23,298.9,69.9,368.8,274.1,12.1,1.65,28.8,1167.0,0.2,274.9,63.6,338.5,222.7,6.0,0.77,25.5,1046.6,0.14,223.1,56.7,279.8,713.5,57.6,8.23,45.2,2267.0,0.39,717.4,112.9,830.3,25.67,0.0,0.0,25.67,27.21,0.0,0.0,27.21,7165031.0
SRMVc,CT,2026,11,8883462.1,8484827.6,3542710.8,1961377.6,0.0371,0.0576,0.38,0.45,303.9,13.4,1.82,32.2,1290.6,0.23,304.8,70.7,375.5,281.0,12.8,1.74,29.1,1184.3,0.21,281.8,64.5,346.3,223.8,6.0,0.78,25.7,1046.3,0.15,224.2,56.9,281.1,732.3,59.4,8.49,46.2,2315.4,0.4,736.4,115.3,851.7,26.41,0.0,0.0,26.41,28.06,0.0,0.0,28.06,7293839.0
SRMVc,CT,2026,12,9083514.7,8669443.9,3691396.0,1989139.0,0.0378,0.0592,0.37,0.45,307.9,13.7,1.88,32.4,1299.5,0.23,308.8,71.2,380.0,286.4,13.4,1.83,29.3,1194.6,0.21,287.3,65.0,352.3,222.0,6.0,0.78,25.4,1034.3,0.15,222.4,56.3,278.7,720.6,55.1,7.94,49.6,2300.9,0.45,724.4,118.3,842.6,26.96,0.49,0.0,27.45,28.71,0.53,0.0,29.24,7373815.0
SRMVc,CT,2026,13,9209527.1,8782183.4,3835478.0,2153289.8,0.0382,0.0603,0.38,0.45,309.1,13.9,1.91,32.4,1297.5,0.24,310.0,71.1,381.1,288.6,13.7,1.89,29.3,1193.0,0.21,289.5,64.9,354.4,224.4,6.3,0.82,25.6,1036.4,0.15,224.8,56.5,281.3,720.8,54.4,7.84,50.3,2317.3,0.45,724.5,119.5,844.0,27.48,4.57,0.0,32.05,29.3,4.96,0.0,34.27,7521462.5
SRMVc,CT,2026,14,9284930.2,8851094.4,4072969.5,2440013.2,0.0385,0.061,0.36,0.44,315.8,14.3,1.96,33.0,1321.9,0.24,316.7,72.4,389.1,295.9,14.4,1.99,29.7,1212.2,0.22,296.9,65.9,362.8,238.4,6.9,0.9,27.1,1092.5,0.16,238.9,59.7,298.6,771.4,61.1,8.78,50.5,2436.1,0.45,775.6,123.3,898.8,28.33,13.38,0.0,41.71,30.23,14.55,0.0,44.78,7647049.5
SRMVc,CT,2026,15,9368334.1,8928109.3,4340546.0,2956495.2,0.0386,0.0615,0.33,0.41,335.1,15.6,2.14,34.4,1390.4,0.25,336.2,75.9,412.1,316.0,15.8,2.2,31.1,1277.9,0.23,317.1,69.2,386.3,304.9,10.2,1.37,33.3,1353.5,0.21,305.6,73.7,379.3,785.1,62.0,8.96,52.2,2437.2,0.49,789.4,125.0,914.4,29.99,28.65,0.0,58.64,32.01,31.15,0.0,63.16,7982156.0
SRMVc,CT,2026,16,9420187.1,8979415.5,4160032.5,3062717.2,0.0386,0.0616,0.29,0.37,366.1,17.7,2.47,36.8,1482.8,0.28,367.3,81.0,448.3,350.1,18.1,2.53,33.9,1384.8,0.26,351.4,75.2,426.6,402.0,15.2,2.13,42.8,1691.8,0.3,403.0,93.3,496.3,781.5,50.7,7.48,65.0,2544.4,0.65,785.1,141.0,926.1,33.63,41.1,0.0,74.73,35.88,44.65,0.0,80.53,8318213.5
SRMVc,CT,2026,17,9446107.6,9012091.6,3793596.5,2836478.2,0.0385,0.0613,0.26,0.33,389.3,18.9,2.67,39.2,1545.3,0.31,390.5,85.4,475.9,379.9,19.6,2.78,37.0,1475.9,0.3,381.3,81.0,462.3,489.2,18.2,2.65,53.7,1966.2,0.44,490.5,112.4,602.9,784.2,31.2,4.61,84.6,3056.3,0.72,786.4,175.8,962.3,52.4,51.55,0.0,103.95,55.93,55.89,0.0,111.82,8481868.0
SRMVc,CT,2026,18,9371864.3,8958251.3,3219225.0,2288106.8,0.0381,0.0604,0.25,0.31,396.6,19.4,2.74,39.8,1566.4,0.32,397.9,86.6,484.5,390.8,20.2,2.86,38.1,1516.6,0.31,392.2,83.3,475.6,500.3,18.6,2.71,54.9,2013.1,0.45,501.6,115.0,616.7,726.2,33.9,4.86,71.7,2830.8,0.56,728.6,156.2,884.8,43.04,35.13,0.0,78.17,45.86,38.0,0.0,83.86,8433237.0
SRMVc,CT,2026,19,9236608.6,8826289.4,3492624.0,2447752.2,0.0376,0.0593,0.26,0.32,387.0,18.8,2.64,38.9,1551.9,0.3,388.3,85.2,473.5,375.2,19.4,2.72,36.5,1474.5,0.28,376.5,80.5,457.0,501.0,19.0,2.76,54.5,2015.2,0.44,502.3,114.7,617.0,724.7,42.7,6.18,63.2,2571.0,0.55,727.6,140.0,867.6,32.8,10.05,0.0,42.86,34.9,10.86,0.0,45.76,8185065.0
SRMVc,CT,2026,20,8975113.2,8575188.7,3782854.5,2580861.2,0.037,0.0575,0.26,0.34,372.6,17.9,2.47,37.4,1532.4,0.27,373.8,83.2,457.0,356.5,18.6,2.58,34.2,1424.5,0.25,357.8,76.7,434.5,485.7,19.4,2.73,50.8,2009.0,0.36,487.1,110.8,597.8,789.2,60.0,8.71,55.2,2475.8,0.53,793.3,129.1,922.5,30.78,1.09,0.0,31.87,32.68,1.18,0.0,33.85,7766097.5
SRMVc,CT,2026,21,8497357.5,8120234.6,4023286.5,2729236.0,0.0359,0.0543,0.27,0.37,357.1,16.2,2.21,36.9,1503.2,0.26,358.2,81.8,440.0,338.1,17.2,2.38,32.9,1369.4,0.24,339.3,73.8,413.1,485.7,20.9,2.89,48.5,2029.9,0.32,487.1,109.0,596.1,772.1,65.4,9.35,45.7,2388.0,0.4,776.6,116.9,893.6,28.81,0.0,0.0,28.81,30.48,0.0,0.0,30.48,7195806.5
SRMVc,CT,2026,22,7926451.9,7573723.5,4280463.0,3031502.2,0.0346,0.0506,0.29,0.39,339.1,14.5,1.96,36.2,1458.3,0.25,340.1,79.7,419.8,319.7,15.9,2.19,31.6,1309.7,0.23,320.8,70.7,391.5,486.5,21.2,2.92,48.2,2038.3,0.31,487.9,109.0,596.9,749.9,62.7,8.98,45.5,2319.5,0.4,754.2,114.7,868.9,26.95,0.0,0.0,26.95,28.4,0.0,0.0,28.4,6670839.5
SRMVc,CT,2026,23,7444081.0,7107304.9,4483419.5,3408842.0,0.0337,0.0474,0.31,0.41,329.2,13.6,1.84,35.7,1428.7,0.25,330.1,78.4,408.5,307.6,15.0,2.06,30.9,1270.0,0.22,308.6,68.8,377.4,477.8,20.3,2.77,47.7,2026.4,0.3,479.1,108.2,587.3,696.5,56.0,7.97,43.8,2251.7,0.35,700.4,111.0,811.4,25.58,0.0,0.0,25.58,26.87,0.0,0.0,26.87,6362295.5
SRMVc,CT,2028,0,7350567.0,6907732.2,8281420.0,6321791.0,0.033,0.0448,0.36,0.57,277.9,9.1,1.16,33.0,1301.2,0.22,278.5,71.8,350.4,200.0,7.7,1.01,22.4,903.2,0.15,200.5,49.3,249.8,366.9,7.3,0.76,43.1,1904.8,0.16,367.3,99.9,467.2,590.2,41.1,5.75,43.0,2129.3,0.29,592.9,106.5,699.5,22.69,0.0,0.0,22.69,23.86,0.0,0.0,23.86,5380818.5
SRMVc,CT,2028,1,7159948.2,6703401.0,8331853.0,6511031.5,0.0326,0.0434,0.36,0.58,277.0,9.1,1.17,32.9,1295.7,0.22,277.6,71.6,349.2,198.0,7.6,0.99,22.2,895.3,0.15,198.5,48.9,247.4,364.6,7.2,0.74,42.9,1896.2,0.16,365.0,99.5,464.5,581.7,40.5,5.65,42.3,2108.1,0.28,584.4,105.2,689.6,22.23,0.0,0.0,22.23,23.36,0.0,0.0,23.36,5329615.5
SRMVc,CT,2028,2,7040757.0,6587772.6,8323750.5,6606496.5,0.0324,0.0427,0.36,0.57,277.0,9.1,1.17,32.9,1295.1,0.22,277.6,71.6,349.2,198.0,7.5,0.99,22.3,896.2,0.15,198.5,49.0,247.5,365.5,7.3,0.75,43.0,1898.0,0.16,365.9,99.6,465.5,597.8,43.8,6.16,41.5,2095.7,0.29,600.8,104.0,704.8,22.1,0.0,0.0,22.1,23.22,0.0,0.0,23.22,5313958.0
SRMVc,CT,2028,3,7015438.8,6575628.2,8359683.0,6742309.5,0.0323,0.0425,0.36,0.57,278.4,9.2,1.17,33.0,1302.9,0.22,279.0,71.9,350.9,200.4,7.6,1.0,22.5,907.9,0.15,200.9,49.6,250.5,365.8,7.3,0.76,43.0,1898.5,0.16,366.3,99.6,465.8,585.4,41.4,5.79,42.1,2101.0,0.28,588.2,104.8,693.0,22.38,0.0,0.0,22.38,23.51,0.0,0.0,23.51,5388782.5
SRMVc,CT,2028,4,7140968.2,6719709.2,8357409.5,6807070.5,0.0326,0.0435,0.35,0.56,282.3,9.3,1.19,33.3,1321.6,0.22,282.9,72.7,355.7,206.1,7.8,1.02,23.0,934.0,0.15,206.6,50.9,257.5,364.2,7.3,0.75,42.8,1891.5,0.16,364.6,99.2,463.8,622.3,46.3,6.51,42.6,2156.2,0.31,625.4,107.0,732.4,23.27,0.0,0.0,23.27,24.43,0.0,0.0,24.43,5581263.0
SRMVc,CT,2028,5,7516987.2,7081292.6,7173559.0,5309202.5,0.0332,0.0458,0.37,0.56,277.2,9.5,1.22,32.4,1286.8,0.21,277.8,70.8,348.5,206.1,7.8,1.02,23.2,934.5,0.15,206.6,51.0,257.6,345.0,6.8,0.7,40.6,1792.9,0.15,345.4,94.1,439.5,561.4,38.6,5.39,41.6,2049.6,0.28,564.1,102.8,666.8,22.85,0.0,0.0,22.85,24.06,0.0,0.0,24.06,5643688.0
