Metric,Year,Scenario,Value
USD_Per_kW,2027,Moderate,529.9584384
USD_Per_kW,2028,Moderate,514.5000816
USD_Per_kW,2029,Moderate,500.4504
USD_Per_kW,2030,Moderate,486.6509436
USD_Per_kW,2031,Moderate,480.5621304
USD_Per_kW,2032,Moderate,474.4825848
USD_Per_kW,2033,Moderate,468.3937716
USD_Per_kW,2034,Moderate,462.314226
USD_Per_kW,2035,Moderate,456.2346804
USD_Per_kW,2036,Moderate,450.1458672
USD_Per_kW,2037,Moderate,444.0663216
USD_Per_kW,2038,Moderate,437.986776
USD_Per_kW,2039,Moderate,431.8979628
USD_Per_kW,2040,Moderate,425.8184172
USD_Per_kW,2041,Moderate,419.7388716
USD_Per_kW,2042,Moderate,413.6500584
USD_Per_kW,2043,Moderate,407.5705128
USD_Per_kW,2044,Moderate,401.4909672
USD_Per_kW,2045,Moderate,395.402154
USD_Per_kW,2046,Moderate,389.3226084
USD_Per_kW,2047,Moderate,383.2337952
USD_Per_kW,2048,Moderate,377.144982
USD_Per_kW,2049,Moderate,371.0654364
USD_Per_kW,2050,Moderate,364.9858908
USD_Per_kW,2021,Conservative,229.6140576
USD_Per_kW,2022,Conservative,671.5859016
USD_Per_kW,2023,Conservative,696.46014
USD_Per_kW,2024,Conservative,701.4275736
USD_Per_kW,2025,Conservative,691.4834388
USD_Per_kW,2026,Conservative,665.6082996
USD_Per_kW,2027,Conservative,639.742428
USD_Per_kW,2028,Conservative,613.8765564
USD_Per_kW,2029,Conservative,588.0106848
USD_Per_kW,2030,Conservative,562.1355456
USD_Per_kW,2031,Conservative,560.5322508
USD_Per_kW,2032,Conservative,558.928956
USD_Per_kW,2033,Conservative,557.3256612
USD_Per_kW,2034,Conservative,555.7223664
USD_Per_kW,2035,Conservative,554.1190716
USD_Per_kW,2036,Conservative,552.5065092
USD_Per_kW,2037,Conservative,550.9032144
USD_Per_kW,2038,Conservative,549.2999196
USD_Per_kW,2039,Conservative,547.6966248
USD_Per_kW,2040,Conservative,546.0840624
USD_Per_kW,2041,Conservative,544.4807676
USD_Per_kW,2042,Conservative,542.8774728
USD_Per_kW,2043,Conservative,541.274178
USD_Per_kW,2044,Conservative,539.6616156
USD_Per_kW,2045,Conservative,538.0583208
USD_Per_kW,2046,Conservative,536.455026
USD_Per_kW,2047,Conservative,534.8517312
USD_Per_kW,2048,Conservative,533.2484364
USD_Per_kW,2049,Conservative,531.6451416
USD_Per_kW,2050,Conservative,530.0418468
USD_Constant,2021,Advanced,278944.2598
USD_Constant,2022,Advanced,151379.0451
USD_Constant,2023,Advanced,108901.7975
USD_Constant,2024,Advanced,102788.629
USD_Constant,2025,Advanced,97558.737
USD_Constant,2026,Advanced,94043.64753
USD_Constant,2027,Advanced,90528.55807
USD_Constant,2028,Advanced,87013.4686
USD_Constant,2029,Advanced,83498.37913
USD_Constant,2030,Advanced,79983.28966
USD_Constant,2031,Advanced,78479.17671
USD_Constant,2032,Advanced,76975.06377
USD_Constant,2033,Advanced,75470.96009
USD_Constant,2034,Advanced,73966.84715
USD_Constant,2035,Advanced,72462.7342
USD_Constant,2036,Advanced,70958.62126
USD_Constant,2037,Advanced,69454.51758
USD_Constant,2038,Advanced,67950.40464
USD_Constant,2039,Advanced,66446.29169
USD_Constant,2040,Advanced,64942.17875
USD_Constant,2041,Advanced,63438.07507
USD_Constant,2042,Advanced,61933.96212
USD_Constant,2043,Advanced,60429.84918
USD_Constant,2044,Advanced,58925.73624
USD_Constant,2045,Advanced,57421.63256
USD_Constant,2046,Advanced,55918.27029
USD_Constant,2047,Advanced,54414.15734
USD_Constant,2048,Advanced,52910.0444
USD_Constant,2049,Advanced,51405.94072
USD_Constant,2050,Advanced,49901.82778
USD_Constant,2021,Moderate,278944.2598
USD_Constant,2022,Moderate,151379.0451
USD_Constant,2023,Moderate,142346.8885
USD_Constant,2024,Moderate,134759.6063
USD_Constant,2025,Moderate,129467.473
USD_Constant,2026,Moderate,126402.2699
USD_Constant,2027,Moderate,123283.8245
USD_Constant,2028,Moderate,120342.3346
USD_Constant,2029,Moderate,117664.7767
USD_Constant,2030,Moderate,114979.7213
USD_Constant,2031,Moderate,113542.3443
USD_Constant,2032,Moderate,112105.718
USD_Constant,2033,Moderate,110668.3411
USD_Constant,2034,Moderate,109230.9641
USD_Constant,2035,Moderate,107793.5871
USD_Constant,2036,Moderate,106356.2102
USD_Constant,2037,Moderate,104918.8332
USD_Constant,2038,Moderate,103482.1977
USD_Constant,2039,Moderate,102044.8207
USD_Constant,2040,Moderate,100607.4438
USD_Constant,2041,Moderate,99170.06681
USD_Constant,2042,Moderate,97732.68986
USD_Constant,2043,Moderate,96296.06357
USD_Constant,2044,Moderate,94858.68662
USD_Constant,2045,Moderate,93421.30966
USD_Constant,2046,Moderate,91983.9327
USD_Constant,2047,Moderate,90546.55575
USD_Constant,2048,Moderate,89109.16952
USD_Constant,2049,Moderate,87672.54324
USD_Constant,2050,Moderate,86235.16628
USD_Constant,2021,Conservative,278944.2598
USD_Constant,2022,Conservative,151379.0451
USD_Constant,2023,Conservative,156985.3499
USD_Constant,2024,Conservative,158107.0539
USD_Constant,2025,Conservative,155864.3874
USD_Constant,2026,Conservative,150033.1486
USD_Constant,2027,Conservative,144202.6605
USD_Constant,2028,Conservative,138371.4124
USD_Constant,2029,Conservative,132540.9243
USD_Constant,2030,Conservative,126709.6855
USD_Constant,2031,Conservative,126348.2769
USD_Constant,2032,Conservative,125986.1269
USD_Constant,2033,Conservative,125624.7183
USD_Constant,2034,Conservative,125262.559
USD_Constant,2035,Conservative,124900.409
USD_Constant,2036,Conservative,124539.0004
USD_Constant,2037,Conservative,124176.8412
USD_Constant,2038,Conservative,123815.4326
USD_Constant,2039,Conservative,123453.2826
USD_Constant,2040,Conservative,123091.874
USD_Constant,2041,Conservative,122729.7147
USD_Constant,2042,Conservative,122367.5647
USD_Constant,2043,Conservative,122006.1561
USD_Constant,2044,Conservative,121643.9968
USD_Constant,2045,Conservative,121282.5882
USD_Constant,2046,Conservative,120920.4382
USD_Constant,2047,Conservative,120559.0296
USD_Constant,2048,Conservative,120196.8703
USD_Constant,2049,Conservative,119834.7203
USD_Constant,2050,Conservative,119473.3117
