link points
634
630
636
637
628
640
641
665
663
662
668
669
728
136
139
138
133
132
135
20
23
562
687
692
685
684
546
547
552
545
544
926
929
927
779
936
937
784
736
1069
1066
1067
1072
535
356
357
893
890
891
887
502
359
350
345
756
1035
806
809
805
802
803
808
800
798
801
799
790
791
796
795
792
797
793
794
842
843
848
824
825
822
823
828
829
832
