,Locomotive ID,Train Type,Origin ID,Origin Departure Time(hr),Destination ID,Number of Loaded Railcars,Number of Empty Railcars
233,2002.0,Unit,Bakersfield,126.0,Stockton,0.0,101.0
234,3014.0,Intermodal,Barstow,128.7,Stockton,51.0,49.0
235,1018.0,Intermodal,Stockton,128.7,Barstow,49.0,51.0
236,1015.0,Unit_Empty,Stockton,128.8,Bakersfield,59.0,40.0
237,1001.0,Unit_Empty,Bakersfield,128.8,Barstow,64.0,35.0
238,2016.0,Intermodal,Stockton,129.6,Bakersfield,48.0,52.0
239,2018.0,Intermodal,Bakersfield,129.6,Stockton,52.0,48.0
240,3002.0,Unit_Empty,Barstow,130.2,Bakersfield,60.0,39.0
241,1019.0,Unit_Empty,Bakersfield,130.2,Stockton,63.0,36.0
242,1006.0,Unit,Barstow,130.4,Bakersfield,101.0,0.0
243,3006.0,Unit,Bakersfield,130.4,Barstow,0.0,101.0
244,3007.0,Unit,Barstow,131.4,Stockton,0.0,101.0
245,3001.0,Unit,Stockton,131.4,Barstow,101.0,0.0
246,3018.0,Unit_Empty,Barstow,133.9,Stockton,52.0,46.0
247,1000.0,Intermodal,Barstow,134.4,Bakersfield,51.0,49.0
248,2007.0,Intermodal,Bakersfield,134.4,Barstow,49.0,51.0
249,3003.0,Unit,Stockton,135.8,Bakersfield,0.0,98.0
250,2019.0,Unit,Bakersfield,135.8,Stockton,98.0,0.0
251,2000.0,Unit_Empty,Stockton,136.5,Barstow,67.0,32.0
252,3011.0,Intermodal,Stockton,137.7,Bakersfield,48.0,52.0
253,2003.0,Intermodal,Bakersfield,137.7,Stockton,52.0,48.0
254,1002.0,Unit_Empty,Stockton,138.0,Bakersfield,59.0,40.0
255,1003.0,Unit_Empty,Bakersfield,138.0,Barstow,64.0,35.0
256,3019.0,Unit_Empty,Barstow,139.5,Bakersfield,60.0,39.0
257,1004.0,Unit_Empty,Bakersfield,139.5,Stockton,63.0,36.0
258,3017.0,Unit,Barstow,140.0,Bakersfield,0.0,101.0
259,3016.0,Unit,Bakersfield,140.0,Barstow,101.0,0.0
260,3000.0,Intermodal,Barstow,140.4,Stockton,51.0,49.0
261,2006.0,Intermodal,Stockton,140.4,Barstow,49.0,51.0
262,2011.0,Intermodal,Barstow,142.8,Bakersfield,51.0,49.0
263,3009.0,Intermodal,Bakersfield,142.8,Barstow,49.0,51.0
264,1016.0,Unit_Empty,Barstow,144.2,Stockton,52.0,46.0
265,2012.0,Intermodal,Stockton,145.8,Bakersfield,48.0,52.0
266,1011.0,Intermodal,Bakersfield,145.8,Stockton,52.0,48.0
267,1012.0,Unit,Barstow,146.7,Bakersfield,101.0,0.0
268,1017.0,Unit,Bakersfield,146.7,Barstow,0.0,101.0
269,2004.0,Unit,Barstow,147.0,Stockton,99.0,0.0
270,3005.0,Unit,Stockton,147.0,Barstow,0.0,99.0
271,3008.0,Unit_Empty,Stockton,147.0,Barstow,67.0,32.0
272,2002.0,Unit,Stockton,147.0,Bakersfield,101.0,0.0
273,3012.0,Unit,Bakersfield,147.0,Stockton,0.0,101.0
274,1005.0,Unit_Empty,Stockton,147.2,Bakersfield,59.0,40.0
275,3004.0,Unit_Empty,Bakersfield,147.2,Barstow,64.0,35.0
276,1008.0,Unit_Empty,Barstow,148.8,Bakersfield,60.0,39.0
277,2008.0,Unit_Empty,Bakersfield,148.8,Stockton,63.0,36.0
278,2013.0,Intermodal,Barstow,151.2,Bakersfield,51.0,49.0
279,3010.0,Intermodal,Bakersfield,151.2,Barstow,49.0,51.0
280,1013.0,Intermodal,Barstow,152.1,Stockton,51.0,49.0
281,2010.0,Intermodal,Stockton,152.1,Barstow,49.0,51.0
282,2017.0,Unit,Barstow,153.3,Stockton,0.0,101.0
283,3007.0,Unit,Stockton,153.3,Barstow,101.0,0.0
284,2005.0,Intermodal,Stockton,153.9,Bakersfield,48.0,52.0
285,2009.0,Intermodal,Bakersfield,153.9,Stockton,52.0,48.0
286,1001.0,Unit,Barstow,154.0,Bakersfield,0.0,101.0
287,1007.0,Unit,Bakersfield,154.0,Barstow,101.0,0.0
288,1009.0,Unit_Empty,Barstow,154.5,Stockton,52.0,46.0
289,1010.0,Unit,Stockton,155.2,Bakersfield,0.0,98.0
290,2001.0,Unit,Bakersfield,155.2,Stockton,98.0,0.0
291,3015.0,Unit_Empty,Stockton,156.4,Bakersfield,59.0,40.0
292,1015.0,Unit_Empty,Bakersfield,156.4,Barstow,64.0,35.0
293,3013.0,Unit_Empty,Stockton,157.5,Barstow,67.0,32.0
294,2015.0,Unit_Empty,Barstow,158.1,Bakersfield,60.0,39.0
295,2016.0,Unit_Empty,Bakersfield,158.1,Stockton,63.0,36.0
296,2014.0,Intermodal,Barstow,159.6,Bakersfield,51.0,49.0
297,3002.0,Intermodal,Bakersfield,159.6,Barstow,49.0,51.0
298,1014.0,Intermodal,Stockton,162.0,Bakersfield,48.0,52.0
299,1006.0,Intermodal,Bakersfield,162.0,Stockton,52.0,48.0
300,3006.0,Unit,Barstow,163.0,Bakersfield,101.0,0.0
301,3011.0,Unit,Bakersfield,163.0,Barstow,0.0,101.0
302,1018.0,Intermodal,Barstow,163.8,Stockton,51.0,49.0
303,3014.0,Intermodal,Stockton,163.8,Barstow,49.0,51.0
304,3001.0,Unit_Empty,Barstow,164.8,Stockton,52.0,46.0
305,2018.0,Unit_Empty,Stockton,165.6,Bakersfield,59.0,40.0
306,1000.0,Unit_Empty,Bakersfield,165.6,Barstow,64.0,35.0
307,2007.0,Unit_Empty,Barstow,167.4,Bakersfield,60.0,39.0
308,3003.0,Unit_Empty,Bakersfield,167.4,Stockton,63.0,36.0
309,2000.0,Unit,Barstow,168.0,Stockton,99.0,0.0
310,1003.0,Intermodal,Barstow,168.0,Bakersfield,51.0,49.0
311,3016.0,Unit,Barstow,168.0,Bakersfield,0.0,101.0
312,1019.0,Unit,Stockton,168.0,Barstow,0.0,99.0
313,3018.0,Unit_Empty,Stockton,168.0,Barstow,67.0,32.0
314,1016.0,Unit,Stockton,168.0,Bakersfield,101.0,0.0
315,1002.0,Intermodal,Bakersfield,168.0,Barstow,49.0,51.0
316,3017.0,Unit,Bakersfield,168.0,Barstow,101.0,0.0
317,2011.0,Unit,Bakersfield,168.0,Stockton,0.0,101.0
318,2019.0,Intermodal,Stockton,170.1,Bakersfield,48.0,52.0
319,3019.0,Intermodal,Bakersfield,170.1,Stockton,52.0,48.0
320,2003.0,Unit,Stockton,174.6,Bakersfield,0.0,98.0
321,2012.0,Unit,Bakersfield,174.6,Stockton,98.0,0.0
322,1004.0,Unit_Empty,Stockton,174.8,Bakersfield,59.0,40.0
323,1012.0,Unit_Empty,Bakersfield,174.8,Barstow,64.0,35.0
324,2006.0,Unit_Empty,Barstow,175.1,Stockton,52.0,46.0
325,1017.0,Unit,Barstow,175.2,Stockton,0.0,101.0
326,1011.0,Unit,Stockton,175.2,Barstow,101.0,0.0
327,3009.0,Intermodal,Barstow,175.5,Stockton,51.0,49.0
328,3000.0,Intermodal,Stockton,175.5,Barstow,49.0,51.0
329,3005.0,Intermodal,Barstow,176.4,Bakersfield,51.0,49.0
330,2002.0,Intermodal,Bakersfield,176.4,Barstow,49.0,51.0
331,3008.0,Unit_Empty,Barstow,176.7,Bakersfield,60.0,39.0
332,1005.0,Unit_Empty,Bakersfield,176.7,Stockton,63.0,36.0
333,2004.0,Intermodal,Stockton,178.2,Bakersfield,48.0,52.0
334,1008.0,Intermodal,Bakersfield,178.2,Stockton,52.0,48.0
335,3012.0,Unit_Empty,Stockton,178.5,Barstow,67.0,32.0
336,3007.0,Unit,Barstow,179.3,Bakersfield,101.0,0.0
337,1001.0,Unit,Bakersfield,179.3,Barstow,0.0,101.0
338,1007.0,Unit,Barstow,182.0,Bakersfield,0.0,101.0
339,3006.0,Unit,Bakersfield,182.0,Barstow,101.0,0.0
340,2008.0,Unit_Empty,Stockton,184.0,Bakersfield,59.0,40.0
341,2013.0,Unit_Empty,Bakersfield,184.0,Barstow,64.0,35.0
342,3004.0,Intermodal,Barstow,184.8,Bakersfield,51.0,49.0
343,2005.0,Intermodal,Bakersfield,184.8,Barstow,49.0,51.0
344,3010.0,Unit_Empty,Barstow,185.4,Stockton,52.0,46.0
345,2010.0,Unit_Empty,Barstow,186.0,Bakersfield,60.0,39.0
346,1010.0,Unit_Empty,Bakersfield,186.0,Stockton,63.0,36.0
347,1013.0,Intermodal,Stockton,186.3,Bakersfield,48.0,52.0
348,3015.0,Intermodal,Bakersfield,186.3,Stockton,52.0,48.0
349,1015.0,Intermodal,Barstow,187.2,Stockton,51.0,49.0
350,2017.0,Intermodal,Stockton,187.2,Barstow,49.0,51.0
351,3013.0,Unit,Barstow,189.0,Stockton,99.0,0.0
352,2009.0,Unit,Stockton,189.0,Barstow,0.0,99.0
353,1009.0,Unit_Empty,Stockton,189.0,Barstow,67.0,32.0
354,2001.0,Unit,Stockton,189.0,Bakersfield,101.0,0.0
355,2007.0,Unit,Bakersfield,189.0,Stockton,0.0,101.0
356,3002.0,Intermodal,Barstow,193.2,Bakersfield,51.0,49.0
357,2016.0,Unit_Empty,Stockton,193.2,Bakersfield,59.0,40.0
358,2015.0,Intermodal,Bakersfield,193.2,Barstow,49.0,51.0
359,2014.0,Unit_Empty,Bakersfield,193.2,Barstow,64.0,35.0
360,1006.0,Unit,Stockton,194.0,Bakersfield,0.0,98.0
361,1014.0,Unit,Bakersfield,194.0,Stockton,98.0,0.0
362,1018.0,Intermodal,Stockton,194.4,Bakersfield,48.0,52.0
363,2018.0,Intermodal,Bakersfield,194.4,Stockton,52.0,48.0
364,3011.0,Unit_Empty,Barstow,195.3,Bakersfield,60.0,39.0
365,1003.0,Unit_Empty,Bakersfield,195.3,Stockton,63.0,36.0
366,1002.0,Unit,Barstow,195.6,Bakersfield,101.0,0.0
367,3016.0,Unit,Bakersfield,195.6,Barstow,0.0,101.0
368,3014.0,Unit_Empty,Barstow,195.7,Stockton,52.0,46.0
369,3017.0,Unit,Barstow,196.0,Bakersfield,0.0,101.0
370,1016.0,Unit,Bakersfield,196.0,Barstow,101.0,0.0
371,1012.0,Unit,Barstow,197.1,Stockton,0.0,101.0
372,3001.0,Unit,Stockton,197.1,Barstow,101.0,0.0
373,1000.0,Intermodal,Barstow,198.9,Stockton,51.0,49.0
374,3003.0,Intermodal,Stockton,198.9,Barstow,49.0,51.0
375,2000.0,Unit_Empty,Stockton,199.5,Barstow,67.0,32.0
376,1019.0,Intermodal,Barstow,201.6,Bakersfield,51.0,49.0
377,2019.0,Intermodal,Bakersfield,201.6,Barstow,49.0,51.0
378,2011.0,Unit_Empty,Stockton,202.4,Bakersfield,59.0,40.0
379,2003.0,Unit_Empty,Bakersfield,202.4,Barstow,64.0,35.0
380,3019.0,Intermodal,Stockton,202.5,Bakersfield,48.0,52.0
